Chromosome,UniqueID,Gene Symbol,Sum of Exon Length of Gene,CD33Low_A,CD33Low_B,EpiDC_A,EpiDC_B,EpiDC_C,LCs_A,LCs_B,LCs_C,cDC2_A,cDC2_B,cDC2Lang_A,cDC2_C,cDC2Lang_B,cDC2Lang_C,cDC1_A,cDC1_B2,cDC1_C,MDDC_A,MDDC_B,MDDC_C,MDM_A,MDM_B,MDM_C,Mf_A,Mf_B,Mf_C
chr12,ATXN7L3B_2479,ATXN7L3B,3682,571.0,0.0,49.0,210.0,0.0,315.0,683.0,549.0,643.0,384.0,0.0,195.0,883.0,1.0,0.0,120.0,507.0,203.0,232.0,377.0,122.0,970.0,935.0,359.0,1375.0,983.0
chr12,AVIL_2480,AVIL,2994,0.0,0.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,1.0,34.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,1.0,31.0
chr12,AVPR1A_2481,AVPR1A,7831,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
chr12,B3GNT4_2482,B3GNT4,1504,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
chr12,B4GALNT1_2483,B4GALNT1,3882,3.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
chr12,B4GALNT3_2484,B4GALNT3,3438,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,BAZ2A_2485,BAZ2A,8934,239.0,110.0,289.0,401.0,35.0,859.0,1774.0,1851.0,382.0,581.0,28.0,711.0,1183.0,1174.0,0.0,203.0,912.0,539.0,1733.0,1189.0,426.0,1098.0,1223.0,476.0,1719.0,1622.0
chr12,BBS10_2486,BBS10,3583,0.0,0.0,0.0,85.0,0.0,7.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,61.0,0.0,18.0,0.0,37.0,0.0,324.0
chr12,BCAT1_2487,BCAT1,10227,137.0,0.0,110.0,6180.0,27.0,2496.0,5027.0,3737.0,5621.0,1712.0,1704.0,9857.0,2421.0,16398.0,2.0,50.0,7029.0,3797.0,3657.0,4227.0,2130.0,3402.0,3759.0,1653.0,4634.0,4991.0
chr12,BCDIN3D-AS1_2488,BCDIN3D-AS1,3088,27.0,11.0,39.0,8.0,22.0,32.0,49.0,36.0,14.0,22.0,2.0,8.0,18.0,8.0,1.0,33.0,8.0,61.0,106.0,134.0,18.0,35.0,42.0,56.0,38.0,58.0
chr12,BCDIN3D_2489,BCDIN3D,3249,1.0,280.0,602.0,311.0,345.0,674.0,773.0,745.0,559.0,726.0,475.0,377.0,487.0,441.0,470.0,1030.0,426.0,4.0,23.0,8.0,600.0,924.0,1007.0,4.0,0.0,1462.0
chr12,BCL2L14_2490,BCL2L14,2231,5.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,177.0,0.0,62.0,38.0,0.0,1.0,63.0,0.0,0.0,0.0,4.0,0.0,1.0
chr12,BCL7A_2491,BCL7A,3714,0.0,0.0,103.0,42.0,0.0,1.0,2.0,0.0,58.0,105.0,0.0,1.0,148.0,206.0,0.0,1.0,76.0,19.0,105.0,3.0,1.0,151.0,202.0,15.0,0.0,3.0
chr12,BEST3_2492,BEST3,3739,1.0,0.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
chr12,BHLHE41_2493,BHLHE41,3780,1.0,0.0,19.0,42.0,1008.0,256.0,765.0,476.0,0.0,194.0,0.0,11.0,4.0,6.0,0.0,1.0,1.0,113.0,0.0,215.0,9.0,20.0,26.0,184.0,238.0,381.0
chr12,BICD1_2494,BICD1,3589,0.0,0.0,15.0,26.0,0.0,127.0,91.0,43.0,3.0,264.0,1.0,0.0,52.0,0.0,0.0,1.0,19.0,0.0,129.0,0.0,0.0,153.0,0.0,19.0,268.0,39.0
chr12,BIN2_2495,BIN2,2211,0.0,0.0,0.0,932.0,245.0,114.0,224.0,311.0,346.0,1515.0,0.0,148.0,555.0,1022.0,42.0,649.0,814.0,795.0,1698.0,901.0,880.0,2167.0,35.0,303.0,2207.0,877.0
chr12,BLOC1S1_2496,BLOC1S1,1004,690.0,0.0,387.0,570.0,323.0,238.0,1004.0,1103.0,240.0,710.0,356.0,558.0,327.0,441.0,292.0,484.0,639.0,270.0,473.0,659.0,399.0,428.0,644.0,526.0,491.0,281.0
chr12,BLOC1S1-RDH5_2497,BLOC1S1-RDH5,1213,473.0,0.0,242.0,416.0,228.0,155.0,668.0,748.0,172.0,568.0,247.0,354.0,346.0,291.0,154.0,406.0,489.0,216.0,363.0,464.0,306.0,333.0,442.0,342.0,375.0,177.0
chr12,BRAP_2498,BRAP,4026,0.0,0.0,1.0,335.0,1.0,694.0,456.0,302.0,231.0,82.0,61.0,313.0,184.0,2215.0,0.0,5.0,946.0,205.0,78.0,886.0,342.0,616.0,11.0,293.0,474.0,707.0
chr12,BRI3BP_2499,BRI3BP,1272,302.0,0.0,21.0,40.0,111.0,67.0,72.0,94.0,5.0,77.0,0.0,1.0,43.0,239.0,0.0,26.0,112.0,16.0,234.0,0.0,1.0,90.0,31.0,47.0,217.0,88.0
chr12,BTBD11_2500,BTBD11,5911,0.0,0.0,0.0,57.0,0.0,63.0,101.0,0.0,18.0,108.0,6.0,0.0,1.0,142.0,0.0,0.0,48.0,0.0,161.0,151.0,12.0,0.0,1.0,3.0,0.0,0.0
chr12,BTG1_2501,BTG1,4680,3457.0,3168.0,6321.0,22982.0,11016.0,4518.0,9765.0,10082.0,12160.0,12452.0,10363.0,42606.0,13077.0,78983.0,2210.0,2089.0,30320.0,15912.0,13831.0,36305.0,5358.0,6550.0,15226.0,4558.0,3878.0,13359.0
chr12,C12orf10_2502,C12orf10,1215,0.0,0.0,0.0,214.0,1.0,264.0,694.0,623.0,40.0,760.0,231.0,230.0,0.0,181.0,1.0,355.0,727.0,157.0,549.0,263.0,280.0,515.0,849.0,194.0,417.0,745.0
chr12,C12orf23_2503,C12orf23,3369,0.0,2803.0,54.0,384.0,0.0,376.0,395.0,421.0,283.0,1.0,1020.0,461.0,179.0,1104.0,0.0,0.0,485.0,203.0,396.0,849.0,271.0,173.0,1174.0,106.0,153.0,661.0
chr12,C12orf29_2504,C12orf29,2874,1.0,0.0,160.0,0.0,609.0,107.0,177.0,64.0,28.0,147.0,1.0,8.0,71.0,1.0,2159.0,1.0,60.0,59.0,95.0,1.0,94.0,143.0,344.0,24.0,205.0,0.0
chr12,C12orf36_2505,C12orf36,3202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,C12orf4_2507,C12orf4,3819,0.0,0.0,0.0,80.0,0.0,2.0,175.0,58.0,210.0,316.0,0.0,42.0,0.0,1040.0,0.0,1.0,64.0,0.0,338.0,2.0,57.0,26.0,0.0,163.0,241.0,333.0
chr12,C12orf43_2510,C12orf43,1920,52.0,1.0,6.0,75.0,7.0,35.0,54.0,50.0,23.0,116.0,76.0,123.0,15.0,256.0,1.0,8.0,187.0,310.0,355.0,67.0,337.0,72.0,93.0,103.0,130.0,107.0
chr12,C12orf44_2511,C12orf44,1437,1377.0,0.0,79.0,869.0,6.0,709.0,1200.0,638.0,75.0,675.0,251.0,1338.0,665.0,1219.0,0.0,0.0,1159.0,882.0,722.0,1480.0,714.0,342.0,2735.0,607.0,486.0,1121.0
chr12,C12orf45_2512,C12orf45,622,397.0,0.0,170.0,357.0,1568.0,154.0,168.0,879.0,296.0,550.0,616.0,644.0,523.0,328.0,0.0,129.0,659.0,563.0,402.0,217.0,309.0,529.0,594.0,763.0,445.0,570.0
chr12,C12orf49_2513,C12orf49,2775,1.0,1.0,0.0,130.0,0.0,443.0,415.0,14.0,41.0,142.0,10.0,234.0,45.0,856.0,158.0,0.0,218.0,204.0,3.0,444.0,199.0,138.0,284.0,162.0,115.0,646.0
chr12,C12orf5_2514,C12orf5,8225,352.0,64.0,335.0,673.0,1089.0,901.0,1122.0,936.0,814.0,1529.0,472.0,1129.0,909.0,2495.0,178.0,312.0,1286.0,689.0,615.0,557.0,725.0,473.0,1015.0,762.0,439.0,817.0
chr12,C12orf50_2515,C12orf50,1705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,C12orf52_2516,C12orf52,1775,0.0,0.0,0.0,96.0,0.0,0.0,43.0,37.0,42.0,23.0,0.0,15.0,75.0,184.0,0.0,0.0,73.0,93.0,81.0,77.0,1.0,146.0,0.0,94.0,147.0,105.0
chr12,C12orf54_2517,C12orf54,889,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,C12orf56_2518,C12orf56,2069,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,49.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0
chr12,C12orf57_2519,C12orf57,543,127.0,268.0,7.0,109.0,199.0,143.0,227.0,463.0,83.0,207.0,22.0,103.0,105.0,16.0,218.0,1.0,188.0,148.0,237.0,79.0,0.0,266.0,253.0,297.0,228.0,345.0
chr12,C12orf60_2520,C12orf60,1126,0.0,0.0,0.0,0.0,0.0,59.0,0.0,160.0,31.0,0.0,181.0,0.0,0.0,5.0,1.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0
chr12,C12orf61_2521,C12orf61,1684,0.0,0.0,2.0,28.0,0.0,1.0,2.0,0.0,0.0,41.0,0.0,0.0,3.0,89.0,0.0,0.0,43.0,0.0,91.0,20.0,29.0,114.0,96.0,26.0,16.0,90.0
chr12,C12orf65_2522,C12orf65,1901,416.0,31.0,253.0,179.0,899.0,372.0,466.0,533.0,385.0,370.0,788.0,357.0,259.0,276.0,112.0,477.0,327.0,265.0,489.0,682.0,416.0,527.0,745.0,1027.0,567.0,808.0
chr12,C12orf66_2523,C12orf66,2600,1.0,0.0,0.0,179.0,0.0,47.0,70.0,55.0,48.0,94.0,0.0,0.0,3.0,0.0,0.0,5.0,63.0,0.0,0.0,0.0,0.0,128.0,126.0,21.0,231.0,10.0
chr12,C12orf68_2524,C12orf68,2344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98.0,0.0,33.0,0.0
chr12,C12orf69_2525,C12orf69,2104,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,C12orf70_2526,C12orf70,1272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,C12orf71_2527,C12orf71,966,1.0,0.0,113.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0
chr12,C12orf73_2528,C12orf73,1693,0.0,0.0,0.0,0.0,0.0,2.0,27.0,60.0,0.0,70.0,0.0,0.0,41.0,0.0,0.0,49.0,6.0,0.0,71.0,0.0,56.0,106.0,0.0,19.0,25.0,37.0
chr12,C12orf75_2530,C12orf75,1366,0.0,0.0,0.0,425.0,0.0,11.0,250.0,2.0,207.0,680.0,408.0,332.0,481.0,489.0,0.0,349.0,535.0,5.0,123.0,283.0,210.0,142.0,13.0,33.0,43.0,28.0
chr12,C12orf76_2531,C12orf76,1946,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,116.0,0.0,0.0,1.0,0.0,5.0,0.0,160.0,0.0,0.0,80.0,14.0,0.0,96.0,0.0
chr12,C12orf77_2532,C12orf77,1509,27.0,0.0,21.0,7.0,6.0,36.0,38.0,25.0,33.0,35.0,2.0,7.0,15.0,17.0,3.0,37.0,20.0,22.0,34.0,52.0,27.0,64.0,36.0,77.0,39.0,66.0
chr12,C1QL4_2533,C1QL4,2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,C1R_2534,C1R,2266,1.0,0.0,2.0,6.0,145.0,19.0,39.0,2.0,115.0,179.0,982.0,210.0,1.0,1124.0,4.0,552.0,650.0,0.0,2.0,1.0,262.0,124.0,1.0,175.0,489.0,650.0
chr12,C1RL-AS1_2535,C1RL-AS1,5272,13.0,0.0,1.0,5.0,0.0,11.0,24.0,43.0,71.0,21.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,2.0,4.0,26.0,56.0,5.0,18.0,4.0,25.0
chr12,C1RL_2536,C1RL,3398,218.0,33.0,179.0,84.0,174.0,184.0,205.0,275.0,135.0,174.0,90.0,94.0,226.0,92.0,189.0,183.0,110.0,130.0,360.0,314.0,117.0,277.0,333.0,387.0,218.0,322.0
chr12,C1S_2537,C1S,2810,0.0,0.0,1.0,221.0,0.0,1.0,5.0,1.0,195.0,0.0,0.0,581.0,0.0,1003.0,0.0,1034.0,406.0,0.0,118.0,0.0,190.0,14.0,0.0,114.0,3.0,10.0
chr12,C2CD5_2538,C2CD5,4407,32.0,0.0,80.0,95.0,0.0,1.0,318.0,64.0,219.0,5.0,0.0,2.0,205.0,660.0,41.0,0.0,81.0,0.0,969.0,6.0,38.0,644.0,226.0,65.0,1044.0,349.0
chr12,C3AR1_2539,C3AR1,1955,0.0,574.0,0.0,2123.0,1225.0,115.0,135.0,23.0,649.0,6101.0,458.0,4423.0,2757.0,4028.0,0.0,1.0,2398.0,2502.0,10523.0,7527.0,2004.0,13385.0,7228.0,858.0,8994.0,6045.0
chr12,CABP1_2540,CABP1,1960,1.0,0.0,0.0,14.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,CACNA1C_2541,CACNA1C,14169,0.0,0.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,CACNA1C-AS1_2542,CACNA1C-AS1,2230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,CACNA1C-IT3_2544,CACNA1C-IT3,430,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,CACNA2D4_2545,CACNA2D4,5343,7.0,0.0,3.0,89.0,159.0,33.0,11.0,2.0,0.0,263.0,0.0,201.0,234.0,114.0,0.0,0.0,16.0,10.0,172.0,323.0,0.0,263.0,343.0,66.0,318.0,0.0
chr12,CACNB3_2546,CACNB3,3235,124.0,0.0,0.0,17.0,1.0,17.0,0.0,68.0,10.0,0.0,0.0,171.0,1.0,926.0,0.0,3.0,125.0,183.0,15.0,203.0,0.0,0.0,160.0,11.0,24.0,6.0
chr12,CALCOCO1_2547,CALCOCO1,3046,1179.0,0.0,4.0,567.0,0.0,136.0,866.0,336.0,425.0,287.0,534.0,667.0,761.0,1145.0,0.0,0.0,216.0,194.0,1537.0,241.0,214.0,994.0,494.0,714.0,2561.0,2318.0
chr12,CAMKK2_2548,CAMKK2,6261,122.0,2672.0,43.0,316.0,35.0,31.0,240.0,493.0,270.0,601.0,348.0,1078.0,469.0,2714.0,1.0,10.0,866.0,807.0,1013.0,1192.0,486.0,575.0,1535.0,425.0,1089.0,1661.0
chr12,CAND1_2549,CAND1,5908,1.0,0.0,160.0,1185.0,1.0,1273.0,2996.0,658.0,1003.0,439.0,0.0,341.0,1678.0,5553.0,0.0,7.0,418.0,18.0,502.0,120.0,6.0,842.0,49.0,251.0,869.0,255.0
chr12,CAPRIN2_2550,CAPRIN2,4529,410.0,0.0,3.0,75.0,0.0,161.0,233.0,169.0,1.0,179.0,0.0,204.0,205.0,8.0,0.0,0.0,61.0,0.0,59.0,45.0,3.0,85.0,0.0,229.0,163.0,409.0
chr12,CAPS2_2551,CAPS2,2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
chr12,CAPZA3_2552,CAPZA3,1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
chr12,CASC1_2553,CASC1,2738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0
chr12,CBX5_2554,CBX5,11826,506.0,4016.0,265.0,875.0,777.0,909.0,1321.0,1037.0,483.0,735.0,757.0,439.0,947.0,1011.0,198.0,756.0,812.0,401.0,994.0,757.0,449.0,749.0,581.0,756.0,951.0,776.0
chr12,CCDC38_2555,CCDC38,1954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,CCDC41_2556,CCDC41,3225,207.0,0.0,49.0,405.0,0.0,270.0,777.0,550.0,391.0,422.0,33.0,511.0,281.0,908.0,0.0,231.0,372.0,455.0,417.0,392.0,655.0,52.0,11.0,180.0,101.0,642.0
chr12,CCDC42B_2557,CCDC42B,1514,372.0,0.0,10.0,151.0,0.0,496.0,2460.0,1777.0,46.0,207.0,0.0,98.0,88.0,136.0,0.0,1.0,159.0,23.0,121.0,63.0,5.0,260.0,171.0,62.0,248.0,168.0
chr12,CCDC53_2558,CCDC53,913,0.0,0.0,1.0,356.0,0.0,60.0,389.0,311.0,32.0,466.0,67.0,422.0,199.0,360.0,0.0,0.0,444.0,349.0,348.0,113.0,152.0,580.0,105.0,146.0,505.0,332.0
chr12,CCDC59_2559,CCDC59,1744,63.0,0.0,4.0,217.0,0.0,325.0,553.0,692.0,319.0,596.0,284.0,405.0,448.0,321.0,0.0,80.0,343.0,451.0,579.0,263.0,432.0,340.0,705.0,517.0,470.0,1038.0
chr12,CCDC62_2561,CCDC62,3216,77.0,0.0,0.0,0.0,0.0,82.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,35.0,0.0,0.0,16.0,0.0,0.0,17.0,4.0,0.0
chr12,CCDC63_2562,CCDC63,1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,CCDC64_2563,CCDC64,3081,373.0,1857.0,0.0,30.0,0.0,11.0,30.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,CCDC65_2564,CCDC65,1815,2.0,0.0,0.0,0.0,0.0,31.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,18.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,32.0
chr12,CCDC77_2565,CCDC77,2504,10.0,0.0,0.0,119.0,0.0,120.0,9.0,88.0,0.0,69.0,0.0,0.0,92.0,73.0,0.0,0.0,140.0,0.0,106.0,0.0,0.0,99.0,1.0,3.0,47.0,0.0
chr12,CCDC91_2566,CCDC91,2335,3.0,1496.0,51.0,501.0,0.0,242.0,365.0,344.0,142.0,386.0,161.0,79.0,189.0,441.0,0.0,366.0,158.0,193.0,353.0,131.0,568.0,610.0,793.0,345.0,563.0,335.0
chr12,CCDC92_2567,CCDC92,1793,0.0,0.0,0.0,47.0,0.0,59.0,155.0,0.0,43.0,230.0,0.0,120.0,120.0,114.0,0.0,137.0,169.0,48.0,160.0,0.0,0.0,293.0,451.0,144.0,380.0,240.0
chr12,CCER1_2568,CCER1,2962,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,CCND2_2569,CCND2,6522,325.0,1717.0,207.0,3170.0,158.0,3424.0,7605.0,7264.0,3484.0,2059.0,2917.0,4626.0,2986.0,8083.0,0.0,557.0,5921.0,4084.0,1727.0,3942.0,1524.0,1136.0,1891.0,996.0,741.0,1389.0
chr12,CCNT1_2570,CCNT1,7079,95.0,0.0,86.0,199.0,0.0,668.0,496.0,272.0,1089.0,460.0,251.0,462.0,457.0,173.0,3.0,0.0,639.0,864.0,534.0,733.0,664.0,513.0,2.0,391.0,28.0,268.0
chr12,CCT2_2571,CCT2,2282,1746.0,127.0,31.0,1544.0,1622.0,1283.0,1579.0,1473.0,2313.0,1523.0,47.0,3568.0,1457.0,4732.0,0.0,1055.0,4971.0,1273.0,1486.0,876.0,1978.0,1328.0,3013.0,1011.0,730.0,3876.0
chr12,CD163_2572,CD163,4190,3.0,0.0,126.0,3859.0,2454.0,202.0,531.0,208.0,4510.0,2616.0,1538.0,2506.0,3239.0,1782.0,0.0,8.0,2837.0,14894.0,25216.0,7127.0,27260.0,69572.0,32383.0,13280.0,60886.0,41219.0
chr12,CD163L1_2573,CD163L1,4582,0.0,0.0,0.0,0.0,0.0,1.0,153.0,10.0,0.0,26.0,0.0,2.0,1.0,24.0,0.0,0.0,12.0,0.0,107.0,428.0,1061.0,2079.0,3018.0,651.0,5572.0,2199.0
chr12,CD27_2574,CD27,1320,0.0,0.0,0.0,11.0,0.0,1.0,32.0,44.0,1.0,29.0,34.0,22.0,27.0,0.0,0.0,46.0,23.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,42.0,5.0
chr12,CD27-AS1_2575,CD27-AS1,2364,45.0,5.0,12.0,52.0,22.0,44.0,263.0,72.0,72.0,449.0,172.0,153.0,278.0,14.0,1.0,291.0,46.0,28.0,491.0,87.0,176.0,187.0,117.0,41.0,96.0,190.0
chr12,CD4_2576,CD4,3454,2233.0,1.0,93.0,13473.0,3627.0,4809.0,16077.0,13088.0,7316.0,16668.0,4028.0,9786.0,13916.0,9945.0,2152.0,2242.0,9774.0,6518.0,17765.0,7740.0,10375.0,21628.0,10506.0,4420.0,26285.0,15416.0
chr12,CD63_2577,CD63,1903,5189.0,24.0,1433.0,9407.0,11526.0,5641.0,12375.0,15439.0,5845.0,8680.0,9682.0,21363.0,4999.0,19586.0,2848.0,2370.0,19674.0,8635.0,7747.0,17121.0,8783.0,9083.0,18303.0,10584.0,10744.0,18447.0
chr12,CD69_2578,CD69,1676,1316.0,0.0,3.0,997.0,0.0,669.0,1041.0,481.0,760.0,2996.0,831.0,503.0,2138.0,685.0,0.0,433.0,398.0,175.0,2263.0,38.0,12.0,1073.0,774.0,7.0,1205.0,492.0
chr12,CD9_2579,CD9,1314,2769.0,5114.0,442.0,4672.0,2643.0,3508.0,7380.0,22130.0,2014.0,4318.0,3522.0,6142.0,3213.0,6421.0,1543.0,2006.0,6073.0,1925.0,3785.0,4414.0,2802.0,4499.0,6239.0,1010.0,3418.0,3666.0
chr12,CDCA3_2580,CDCA3,1170,0.0,0.0,0.0,0.0,0.0,1.0,64.0,10.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,CDK17_2581,CDK17,4713,1.0,0.0,0.0,622.0,8.0,120.0,1396.0,333.0,427.0,71.0,0.0,135.0,16.0,2430.0,0.0,0.0,110.0,730.0,892.0,151.0,109.0,205.0,228.0,98.0,330.0,103.0
chr12,CDK2_2582,CDK2,2293,1.0,0.0,27.0,144.0,316.0,1006.0,1889.0,2630.0,129.0,227.0,16.0,1104.0,333.0,2987.0,0.0,897.0,1902.0,120.0,227.0,828.0,84.0,239.0,237.0,11.0,358.0,191.0
chr12,CDK2AP1_2583,CDK2AP1,2156,33.0,0.0,337.0,281.0,1171.0,61.0,239.0,231.0,296.0,563.0,79.0,391.0,322.0,184.0,313.0,925.0,887.0,485.0,319.0,286.0,254.0,416.0,326.0,54.0,306.0,34.0
chr12,CDK4_2584,CDK4,2002,522.0,30.0,47.0,384.0,1564.0,387.0,627.0,597.0,571.0,855.0,936.0,647.0,788.0,579.0,579.0,209.0,635.0,478.0,644.0,608.0,539.0,797.0,2239.0,501.0,1565.0,2014.0
chr12,CDKN1B_2585,CDKN1B,2413,496.0,699.0,209.0,231.0,181.0,43.0,210.0,347.0,0.0,38.0,23.0,62.0,284.0,1.0,0.0,55.0,415.0,29.0,265.0,136.0,168.0,344.0,361.0,103.0,277.0,238.0
chr12,CELA1_2586,CELA1,952,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr12,CEP290_2587,CEP290,7955,39.0,0.0,0.0,40.0,182.0,20.0,24.0,19.0,121.0,221.0,18.0,246.0,16.0,5.0,0.0,169.0,31.0,28.0,66.0,0.0,102.0,12.0,16.0,85.0,124.0,24.0
chr12,CERS5_2588,CERS5,1943,890.0,0.0,0.0,418.0,0.0,351.0,894.0,649.0,501.0,959.0,0.0,1038.0,589.0,1600.0,0.0,86.0,1105.0,0.0,281.0,528.0,288.0,336.0,32.0,238.0,327.0,464.0
chr12,CHD4_2589,CHD4,6497,223.0,0.0,1206.0,615.0,7.0,1581.0,2341.0,1765.0,1949.0,565.0,273.0,905.0,740.0,1297.0,1929.0,1371.0,721.0,954.0,575.0,1362.0,1313.0,979.0,1868.0,1908.0,1507.0,2176.0
chr12,CHFR_2590,CHFR,3374,17.0,0.0,71.0,230.0,208.0,103.0,1191.0,722.0,115.0,392.0,0.0,763.0,351.0,819.0,0.0,1.0,1106.0,299.0,619.0,787.0,159.0,387.0,260.0,239.0,408.0,724.0
